20210411_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
12	9	利之贏(C504)	潘頓	蘇保羅	124	1020	13	5-1/2	[5][6][12]	1:10.58	6.4
13	4	馬上精彩(E290)	馬雅	何良	126	1058	2	7-3/4	[6][7][13]	1:10.96	82

20210331_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	逍遙自在(B210)	潘頓	羅富全	124	1113	9	-	[9][9][7][1]	1:37.27	5.3
2	4	友誼至好(C050)	彭國年	姚本輝	122	1000	6	頸位	[7][7][6][2]	1:37.34	33
3	8	超霸神駒(D353)	何澤堯	沈集成	117	1066	11	1-1/2	[3][1][1][3]	1:37.51	5
4	2	烽煙四喜(A036)	莫雷拉	苗禮德	132	1145	1	2-1/4	[5][5][5][4]	1:37.61	3.5
5	1	黃金甲(C071)	梁家俊	羅富全	133	1127	3	2-3/4	[1][3][3][5]	1:37.71	10
6	5	紅運大師(C287)	史卓豐	蔡約翰	122	1053	10	4-1/2	[4][4][4][6]	1:37.99	9.9
7	7	加州得迅(D276)	蔡明紹	告東尼	117	1140	7	6-1/4	[6][6][9][7]	1:38.25	10
8	10	大道至正(C197)	巴度	鄭俊偉	115	1170	2	7-3/4	[10][10][11][8]	1:38.51	13
9	9	盛大光輝(C121)	黃皓楠	丁冠豪	113	1145	5	8	[2][2][2][9]	1:38.56	14
10	11	好鬥心(C443)	田泰安	呂健威	114	1073	4	9-3/4	[11][11][10][10]	1:38.83	31

20210331_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
 1平頭馬	3	悅跑得(C502)	巴度	呂健威	128	1182	11	-	[12][12][1]	1:08.66	41
1平頭馬	5	好玩福星(E013)	潘頓	沈集成	125	1114	12	-	[9][9][1]	1:08.66	2.5
3	10	再大大(D084)	蔡明紹	鄭俊偉	117	1136	4	短馬頭位	[5][3][3]	1:08.67	6.5
4	7	高友之星(D384)	莫雷拉	羅富全	120	1180	7	頸位	[2][2][4]	1:08.70	10
5	6	獎金大王(B433)	陳嘉熙	葉楚航	115	1180	8	1/2	[1][1][5]	1:08.75	7.8
6	4	文明之星(D429)	田泰安	丁冠豪	126	1144	5	3/4	[7][6][6]	1:08.77	5
7	9	電玩時代(D269)	楊明綸	韋達	118	1126	6	3/4	[10][11][7]	1:08.80	58
8	11	騰龍超影(T372)	黃俊	蘇保羅	111	1148	2	1-3/4	[8][8][8]	1:08.96	35
9	2	青工精神(E231)	薛恩	大衛希斯	128	1017	1	2-3/4	[11][10][9]	1:09.08	151
10	1	激賞(A377)	黃皓楠	徐雨石	130	1005	9	3-3/4	[6][7][10]	1:09.25	9
11	12	真勇士(D072)	潘明輝	文家良	112	1157	10	5-1/2	[3][4][11]	1:09.56	38

20210331_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	駿皇星(D144)	巴度	文家良	125	1080	10	-	[4][3][1]	1:08.85	4.7
2	10	金津一號(D306)	史卓豐	苗禮德	123	1035	2	1-1/4	[7][5][2]	1:09.03	5.9
3	2	軍力勁(B192)	郭能	容天鵬	132	1223	11	3	[1][1][3]	1:09.32	32
 4	6	日輝煌(E339)	潘頓	沈集成	125	1088	7	3-1/2	[9][8][4]	1:09.41	10
5	1	特駒聯盟(C472)	蔡明紹	蔡約翰	133	1053	4	3-1/2	[8][9][5]	1:09.42	3.7
6	11	怪獸厨神(D411)	潘明輝	何良	118	1082	1	4-1/2	[5][4][6]	1:09.58	6.2
7	9	大眾勝利(E177)	莫雷拉	羅富全	123	1103	6	5-1/2	[2][2][7]	1:09.74	20
8	8	金元寶馬(C094)	周俊樂	大衛希斯	117	1018	8	6-1/4	[6][7][8]	1:09.86	9.2
9	7	福喜多多(B128)	何澤堯	呂健威	124	1121	5	6-3/4	[11][10][9]	1:09.95	10
10	12	銀亮之星(B027)	黃俊	蘇偉賢	111	1094	3	16-1/2	[3][6][10]	1:11.49	63
11	4	勇者勝(B010)	彭國年	高伯新	125	1119	9	16-3/4	[10][11][11]	1:11.54	114

20210331_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	中華威威(D075)	莫雷拉	徐雨石	117	1195	1	-	[1][1][1]	1:09.20	2.7
2	3	帆哥兒(B089)	薛恩	方嘉柏	130	1096	8	1	[8][7][2]	1:09.36	4.9
 3	2	秒秒精彩(D283)	郭能	告東尼	132	1067	2	1-3/4	[4][4][3]	1:09.47	5.3
4	4	鱷臨天下(B141)	馬雅	容天鵬	130	1269	3	1-3/4	[2][2][4]	1:09.48	32
5	9	劍在九天(E078)	黃俊	苗禮德	114	1069	5	3-1/4	[7][8][5]	1:09.70	93
6	7	八進(B263)	巫顯東	賀賢	120	1080	6	3-1/4	[9][9][6]	1:09.72	24
7	8	理想回報(A305)	潘頓	沈集成	120	1083	11	3-1/4	[3][3][7]	1:09.73	10
8	1	印水紙(D043)	周俊樂	高伯新	126	1125	7	4-3/4	[6][6][8]	1:09.94	8.4
9	6	獎金王者(E103)	楊明綸	大衛希斯	124	1127	10	5	[10][10][9]	1:09.99	143
10	12	驍鎰(D439)	彭國年	韋達	117	1211	9	7-1/4	[12][12][10]	1:10.36	99
11	5	金地飛客(V161)	蔡明紹	文家良	124	1209	4	7-1/4	[11][11][11]	1:10.37	23

20210331_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	恆駿寶駒(T262)	潘頓	蘇偉賢	131	1130	11	-	[12][12][10][1]	1:39.28	11
2	10	雷霆戰駒(D124)	莫雷拉	蘇保羅	119	1106	9	頭位	[11][8][7][2]	1:39.31	4.9
 3	2	愛馬劍(B013)	周俊樂	告東尼	125	1026	12	1	[5][3][2][3]	1:39.45	3.2
4	4	鋒芒快露(C417)	陳嘉熙	方嘉柏	120	1143	2	1-1/4	[1][2][1][4]	1:39.47	5.5
5	7	好友利(C223)	梁家俊	徐雨石	123	1001	1	2-3/4	[4][5][3][5]	1:39.71	11
6	8	皮具之星(C307)	巴度	容天鵬	122	1265	3	4-1/4	[7][6][4][6]	1:39.97	7.3
7	5	綠續爆發(E104)	田泰安	姚本輝	126	1050	7	7-3/4	[9][9][8][7]	1:40.53	25
8	11	瑪神好運(E024)	馬雅	大衛希斯	118	1030	4	13-3/4	[6][7][9][8]	1:41.48	54
9	12	生生發發(B467)	黃俊	蘇偉賢	111	1107	5	14	[8][10][11][9]	1:41.50	97
10	1	鵰神(B023)	史卓豐	丁冠豪	133	1164	6	15-1/4	[3][4][5][10]	1:41.72	10
11	6	紅海之星(D317)	郭能	文家良	124	1011	10	19-1/4	[10][11][12][11]	1:42.36	89

20210331_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	喜氣綿綿(C236)	潘頓	蘇保羅	122	1093	3	-	[6][5][6][5][1]	1:48.96	2.4
2	4	皇龍司令(C208)	梁家俊	徐雨石	131	1072	11	1/2	[9][7][3][2][2]	1:49.04	12
3	13	火天大有(V406)	楊明綸	何良	113	1060	4	2-1/2	[13][11][11][11][3]	1:49.35	26
4	2	劍聶風(A201)	周俊樂	鄭俊偉	125	1052	5	3	[3][2][4][4][4]	1:49.43	7.9
5	8	賞心星(C251)	何澤堯	方嘉柏	126	1211	1	3-3/4	[7][9][9][10][5]	1:49.56	10
6	5	帝豪寶駒(C035)	田泰安	蘇偉賢	130	1173	8	4-1/2	[1][1][1][1][6]	1:49.67	17
7	14	黃金元帥(A346)	黃皓楠	霍利時	112	1205	14	5	[8][10][10][8][7]	1:49.78	41
8	12	得意(C174)	潘明輝	葉楚航	114	1195	13	9-1/4	[14][14][13][13][8]	1:50.44	62
9	10	上浦福滿(A193)	莫雷拉	高伯新	119	1026	6	10	[10][8][7][6][9]	1:50.55	5
10	3	太白山(D410)	史卓豐	容天鵬	132	1037	2	12-1/4	[4][6][8][9][10]	1:50.91	54
11	6	電路一號(B373)	郭能	告東尼	129	1068	12	12-1/4	[2][3][2][3][11]	1:50.93	16
12	1	榮華煌昌(D252)	馬雅	丁冠豪	133	1069	9	14	[5][4][5][7][12]	1:51.22	45
13	11	星威(D295)	彭國年	韋達	119	1037	10	15-1/4	[12][12][12][12][13]	1:51.40	140

20210331_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	10	威武承傳(B451)	馬雅	鄭俊偉	118	1077	1	-	[4][1][1]	1:09.06	9.4
 2	4	翡翠鳳凰(D179)	莫雷拉	羅富全	129	1124	2	2	[5][3][2]	1:09.36	3.3
3	3	旋里多彩(B469)	梁家俊	徐雨石	129	1077	9	2	[2][2][3]	1:09.37	7.4
4	11	豐彩華庭(D314)	潘明輝	何良	115	1121	6	2-1/4	[6][5][4]	1:09.42	13
5	2	陽明滿滿(B047)	何澤堯	呂健威	130	1095	4	3-1/2	[7][7][5]	1:09.61	5.5
6	7	友誼至佳(E208)	周俊樂	韋達	117	1141	12	3-3/4	[3][6][6]	1:09.66	51
7	5	勁得手(C030)	潘頓	容天鵬	126	1281	3	3-3/4	[12][12][7]	1:09.67	6.6
8	6	福滿寶(D118)	薛恩	賀賢	126	1039	8	5-3/4	[10][10][8]	1:09.97	47
9	9	海王駒(D063)	楊明綸	蘇偉賢	120	1029	10	11-3/4	[9][11][9]	1:10.95	72
10	1	上校(D090)	陳嘉熙	姚本輝	126	1135	11	12-1/2	[1][4][10]	1:11.05	8.9
11	8	比超(E011)	彭國年	丁冠豪	121	1091	7	14	[8][8][11]	1:11.29	147

20210331_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	保羅承傳(C517)	潘明輝	羅富全	116	1051	4	-	[1][2][2][2][1]	1:47.96	6.2
2	1	錶之銳(C193)	周俊樂	呂健威	126	1164	1	1	[4][4][4][3][2]	1:48.12	3.2
3	6	好計(B432)	何澤堯	方嘉柏	119	1068	8	1-1/4	[9][8][8][5][3]	1:48.16	18
4	9	威闖(D168)	楊明綸	大衛希斯	115	1035	5	3	[8][6][6][4][4]	1:48.45	13
5	5	天天精彩(C414)	蔡明紹	告東尼	119	1112	3	5-1/2	[5][5][5][7][5]	1:48.85	5.2
6	4	平海飛星(B407)	莫雷拉	蔡約翰	123	1148	9	8-1/4	[2][1][1][1][6]	1:49.30	3.7
7	7	芙蓉莊(B339)	馬雅	姚本輝	119	1034	7	17-1/2	[7][7][7][8][7]	1:50.76	25
8	2	拍馬難追(E234)	田泰安	苗禮德	130	1159	6	23-1/4	[3][3][3][6][8]	1:51.69	12

20210331_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	一路順風(C453)	田泰安	苗禮德	133	1112	9	-	[6][3][1]	1:09.65	3.4
 2	9	太陽戰馬(C212)	潘明輝	徐雨石	123	1168	6	2-1/2	[3][2][2]	1:10.04	6.2
3	12	嘉應風采(B115)	蔡明紹	容天鵬	117	1189	2	2-1/2	[8][7][3]	1:10.05	37
4	10	常山耆寶(A275)	陳嘉熙	文家良	113	1068	7	3-1/4	[11][9][4]	1:10.15	12
5	7	怡昌福星(B357)	何澤堯	沈集成	127	1069	5	5	[5][5][5]	1:10.46	12
6	3	醒目再臨(A314)	潘頓	蘇偉賢	132	1151	3	6-1/2	[10][10][6]	1:10.68	6.2
7	6	獵狐章者(B187)	彭國年	呂健威	127	983	11	7-1/4	[9][11][7]	1:10.80	61
8	5	全中(D104)	梁家俊	蘇保羅	130	1083	1	8	[2][4][8]	1:10.91	5.9
9	11	趣怡(D242)	楊明綸	方嘉柏	117	1051	8	9-1/4	[7][8][9]	1:11.11	27
10	2	冰雪聰明(D103)	史卓豐	葉楚航	132	1015	12	9-1/2	[12][12][10]	1:11.16	41
11	8	赤馬雄風(E028)	薛恩	大衛希斯	126	1190	4	9-1/2	[4][6][11]	1:11.17	28

20210328_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	佳景福星(C454)	梁家俊	葉楚航	125	1165	2	-	[1][1][1]	1:08.71	7.7
 2	3	發財寶(B220)	周俊樂	韋達	119	1076	8	1-1/4	[2][2][2]	1:08.89	12
3	10	無敵勇士(C483)	蔡明紹	文家良	116	1224	7	1-1/4	[3][5][3]	1:08.89	16
 4	8	閃電俠(C099)	郭能	蘇保羅	121	1216	3	1-1/2	[8][8][4]	1:08.96	60
5	1	莫浪求(D200)	潘頓	告東尼	133	1201	12	1-3/4	[10][9][5]	1:08.99	6.5
6	7	上駿之星(E203)	田泰安	姚本輝	122	1263	1	2-1/4	[5][3][6]	1:09.06	4.1
7	5	禪勝寶駒(D270)	何澤堯	呂健威	124	1139	5	3	[6][6][7]	1:09.17	4
8	11	贏多多(C004)	楊明綸	丁冠豪	115	1088	11	3-3/4	[13][11][8]	1:09.29	150
9	9	忠誠駒(E130)	潘明輝	羅富全	117	1158	4	4-1/4	[7][7][9]	1:09.39	47
10	6	至尊高陞(D052)	巴度	蔡約翰	124	1300	6	4-1/2	[11][12][10]	1:09.44	11
11	2	奮鬥齊心(D349)	黎海榮	徐雨石	130	1077	9	5-1/4	[9][10][11]	1:09.56	403
12	13	眾歡笑(D038)	黃俊	鄭俊偉	109	1015	10	6-3/4	[12][13][12]	1:09.78	58

20210328_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	真勝者(C039)	郭能	丁冠豪	124	1178	12	-	[11][12][10][1]	1:34.03	5.4
2	10	路路醒(E053)	莫雷拉	羅富全	122	1071	10	頭位	[2][4][3][2]	1:34.06	2.9
3	4	家樂飛駒(D267)	馬雅	鄭俊偉	126	1070	6	2	[5][5][5][3]	1:34.35	13
4	14	前進(D162)	蔡明紹	賀賢	116	1131	3	2-1/2	[6][6][6][4]	1:34.42	22
5	5	白鷺飛翔(A127)	賀銘年	苗禮德	126	1166	5	3	[7][8][7][5]	1:34.53	24
6	12	無心睡眠(D082)	梁家俊	大衛希斯	120	1076	14	3-1/2	[3][2][2][6]	1:34.60	34
7	3	閃得快(D061)	田泰安	韋達	126	1199	13	4	[10][7][8][7]	1:34.66	15
8	6	心中有馬(D434)	何澤堯	方嘉柏	126	1001	8	4	[13][13][13][8]	1:34.68	8
9	9	美麗日子(B076)	潘明輝	容天鵬	121	1162	2	5-3/4	[1][1][1][9]	1:34.95	9.1
10	13	盈嘉輝(C080)	黃皓楠	徐雨石	116	1051	1	11-1/2	[4][3][4][10]	1:35.87	191
11	11	自然力量(C461)	巴度	姚本輝	122	1093	9	13-1/4	[14][14][14][11]	1:36.14	13
12	1	嘜誰嘜誰(C323)	周俊樂	告東尼	124	1172	11	14-1/2	[8][10][12][12]	1:36.36	61
13	2	燦爛承傳(E124)	史卓豐	蘇保羅	127	1093	4	15-3/4	[12][11][11][13]	1:36.55	61

20210328_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	都市神話(A086)	馬雅	容天鵬	118	1024	3	-	[13][13][10][1]	1:21.16	11
2	8	虹鴻(D098)	梁家俊	賀賢	119	1212	5	2-1/2	[3][3][3][2]	1:21.56	14
3	2	二雋(D415)	薛恩	蔡約翰	132	1031	7	3	[12][10][5][3]	1:21.62	4.8
 4	10	妙算騰飛(C519)	莫雷拉	羅富全	119	1102	1	4-1/4	[10][7][7][4]	1:21.83	3.2
5	9	果然友(C313)	巴度	方嘉柏	119	1168	4	4-1/2	[7][8][8][5]	1:21.86	4.2
6	12	蒜頭本色(D160)	蔡明紹	葉楚航	115	1031	10	5-1/2	[1][1][1][6]	1:22.05	29
7	3	富存大師(D371)	田泰安	呂健威	127	1059	8	6-1/2	[8][9][11][7]	1:22.21	5.8
8	13	一見傾心(B401)	黎海榮	蘇保羅	114	1218	11	6-3/4	[14][14][12][8]	1:22.25	166
9	1	精彩有你(C394)	陳嘉熙	姚本輝	126	1076	12	7	[4][6][9][9]	1:22.29	21
10	6	好友順(C337)	黃俊	徐雨石	116	1114	6	9	[9][11][13][10]	1:22.59	269
11	4	極爽(C131)	楊明綸	丁冠豪	126	1099	13	10	[2][2][2][11]	1:22.76	47
12	5	傳奇(V357)	潘明輝	鄭俊偉	120	1130	9	12	[5][5][4][12]	1:23.06	75
13	14	紅寶金堅(D313)	黃皓楠	苗禮德	112	1074	14	17-1/4	[11][12][14][13]	1:23.91	414

20210328_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	6	勇闖(D442)	莫雷拉	蔡約翰	125	1237	4	-	[6][4][1]	1:08.64	2.1
2	12	醒旺財(D208)	巴度	韋達	119	1120	2	1-3/4	[3][3][2]	1:08.91	9.4
3	1	閃耀榮光(B372)	潘頓	容天鵬	133	1206	3	2-3/4	[2][1][3]	1:09.06	9.9
4	14	打鐵趁熱(C133)	蔡明紹	葉楚航	117	1093	12	3-1/4	[11][6][4]	1:09.16	41
5	8	四季喜(E146)	史卓豐	丁冠豪	125	1256	7	3-1/2	[12][12][5]	1:09.22	14
6	4	皇龍福將(E110)	田泰安	羅富全	131	1070	5	3-1/2	[10][10][6]	1:09.22	5.1
7	13	活力長勝(C498)	梁家俊	姚本輝	119	1002	6	4-1/4	[8][9][7]	1:09.31	21
8	2	齊齊友福(D505)	賀銘年	鄭俊偉	132	1145	1	4-1/4	[4][5][8]	1:09.32	12
9	9	快樂歡騰(B272)	郭能	蘇偉賢	123	1171	9	6-1/4	[1][2][9]	1:09.63	119
10	10	蓮花剛玉(E026)	潘明輝	賀賢	121	1057	11	7	[14][11][10]	1:09.76	361
11	5	月球(D409)	周俊樂	蘇保羅	118	1096	10	9-1/2	[5][7][11]	1:10.16	234
12	3	飛馬輝煌(D337)	薛恩	徐雨石	132	1109	13	9-1/2	[7][8][12]	1:10.18	21
13	11	有運來(E187)	黃皓楠	沈集成	118	1145	14	10	[13][14][13]	1:10.25	87

20210328_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	13	金莊令(D222)	蔡明紹	姚本輝	116	1001	5	-	[3][4][3][1]	1:21.31	12
2	3	志在四方(C140)	田泰安	韋達	132	1140	2	3/4	[4][3][4][2]	1:21.42	4.5
3	4	一定美麗(E279)	莫雷拉	蔡約翰	127	1176	8	1	[7][8][7][3]	1:21.47	3.6
4	1	電子群星(C132)	周俊樂	文家良	126	1056	9	1-1/4	[9][9][10][4]	1:21.50	11
5	9	香音(C265)	賀銘年	羅富全	121	1049	1	1-1/2	[5][5][6][5]	1:21.56	13
6	11	勝賢(D169)	何澤堯	方嘉柏	119	1058	12	2-1/4	[13][12][11][6]	1:21.68	5.1
7	6	威之星(E132)	薛恩	賀賢	124	1062	4	2-1/2	[8][10][8][7]	1:21.70	8.7
8	2	精算齊同(B102)	梁家俊	呂健威	132	1224	13	2-1/2	[2][2][2][8]	1:21.71	57
9	5	美麗精神(B409)	郭能	告東尼	125	1275	7	2-1/2	[6][6][5][9]	1:21.72	9.4
10	8	一舖成名(B162)	馬雅	葉楚航	122	1141	6	5	[10][11][12][10]	1:22.09	52
11	12	雙天至尊(C293)	潘明輝	呂健威	117	1155	3	6-1/2	[1][1][1][11]	1:22.33	114
12	10	爆騷(A207)	黎海榮	徐雨石	119	1077	10	8-1/4	[12][13][13][12]	1:22.63	185

20210328_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	勁力十足(D362)	周俊樂	韋達	122	1232	11	-	[1][1][1][1]	1:21.21	4.9
2	3	超好日子(D473)	莫雷拉	呂健威	131	1161	13	3	[8][4][2][2]	1:21.67	2.9
3	8	真感(E209)	郭能	高伯新	125	1202	7	3-1/4	[7][8][6][3]	1:21.74	14
4	1	是必飛飛(D121)	史卓豐	容天鵬	133	1269	2	3-3/4	[6][6][7][4]	1:21.82	9.2
5	9	極速奔馳(D262)	梁家俊	姚本輝	125	1151	8	4-1/4	[12][11][9][5]	1:21.88	16
6	10	電訊火箭(C137)	蔡明紹	徐雨石	125	1074	6	4-3/4	[5][5][4][6]	1:21.96	19
7	14	功夫茶(C136)	潘明輝	賀賢	112	1123	12	5-1/4	[13][14][12][7]	1:22.06	16
8	12	爆谷(D307)	彭國年	告東尼	121	975	1	5-1/2	[14][13][10][8]	1:22.07	142
9	6	合夥雄心(E218)	何澤堯	蘇偉賢	128	1082	4	5-3/4	[9][10][11][9]	1:22.14	4
10	4	電訊精英(D355)	薛恩	蘇保羅	130	1129	3	11-3/4	[4][7][8][10]	1:23.07	170
11	7	電子兄弟(E266)	巴度	文家良	126	1251	5	13-1/2	[3][3][5][11]	1:23.38	104
12	13	魅力漢子(C412)	黃皓楠	蔡約翰	113	1129	9	14-1/4	[2][2][3][12]	1:23.50	131
13	11	金碧科(B225)	賀銘年	鄭俊偉	124	1036	10	16-1/4	[10][12][14][13]	1:23.82	30

20210328_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	知道再勝(E178)	潘頓	沈集成	126	1264	5	-	[3][3][1]	0:55.24	1.3
2	3	智醒財星(D421)	莫雷拉	方嘉柏	127	1166	8	1-1/4	[1][1][2]	0:55.42	4.5
3	2	精彩勇士(D387)	周俊樂	大衛希斯	121	1119	4	3-1/4	[4][4][3]	0:55.75	24
4	4	三生好運(C359)	潘明輝	羅富全	125	1077	10	4-1/4	[9][5][4]	0:55.93	19
5	9	開心好友(B466)	賀銘年	姚本輝	119	1125	7	4-1/2	[8][6][5]	0:55.95	134
6	6	萬里飛至(E204)	彭國年	蘇偉賢	125	1049	9	4-3/4	[2][2][6]	0:55.99	54
7	10	悅驫(C521)	何澤堯	羅富全	118	1024	6	5	[7][7][7]	0:56.03	101
8	1	運利多(E256)	田泰安	韋達	129	1093	1	6-3/4	[6][10][8]	0:56.31	18
9	8	順意寶(B164)	黃俊	苗禮德	116	1161	2	8-1/4	[5][8][9]	0:56.56	76

20210328_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	龍戰士(C153)	梁家俊	蘇保羅	119	1098	6	-	[10][9][9][7][1]	2:02.02	9.7
2	4	藍海策略(A411)	潘明輝	葉楚航	126	1089	9	1	[4][4][5][4][2]	2:02.19	11
3	2	翡翠綠(C056)	莫雷拉	苗禮德	130	1111	10	1-3/4	[9][10][10][11][3]	2:02.31	6.6
4	1	正本開心(C227)	田泰安	羅富全	133	1148	13	2-1/4	[13][13][13][14][4]	2:02.36	9.4
5	5	大有心得(E155)	潘頓	大衛希斯	123	1176	11	2-1/4	[11][12][12][12][5]	2:02.39	5.1
6	6	榮冠大道(V378)	郭能	葉楚航	122	1183	4	2-1/2	[3][3][4][3][6]	2:02.40	11
7	8	幸運飛彈(C501)	賀銘年	賀賢	119	1098	2	2-3/4	[1][1][2][2][7]	2:02.45	77
8	10	榮惑(C370)	何澤堯	告東尼	118	1027	1	2-3/4	[5][5][6][6][8]	2:02.48	5.1
9	9	精彩飛動(B095)	史卓豐	方嘉柏	120	1046	7	3	[6][6][1][1][9]	2:02.49	29
10	11	牛精輝煌(A118)	楊明綸	鄭俊偉	116	1114	5	3-3/4	[12][11][11][10][10]	2:02.63	43
11	12	開心日子(A333)	巴度	沈集成	116	1119	8	4-1/2	[7][8][7][9][11]	2:02.72	8.1
12	3	軍威振(D141)	彭國年	韋達	130	1088	3	6-1/4	[8][7][8][8][12]	2:03.01	13
13	14	天賦威力(B335)	黃皓楠	霍利時	112	1049	14	16-1/2	[14][14][14][13][13]	2:04.67	116

20210328_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	韋小寶(C188)	周俊樂	蘇保羅	126	1126	5	-	[1][1][1]	1:08.28	6.4
2	13	星運男爵(D250)	楊明綸	方嘉柏	115	1073	11	頸位	[12][10][2]	1:08.32	32
3	3	錶之未來(D422)	潘明輝	呂健威	127	1193	4	3/4	[2][2][3]	1:08.40	3
4	12	手到回來(C001)	蔡明紹	容天鵬	115	1183	10	1-1/2	[3][3][4]	1:08.54	9.2
5	8	疾風勁草(D197)	潘頓	蔡約翰	120	1117	9	2-1/2	[11][11][5]	1:08.69	11
6	10	聰明導彈(C037)	何澤堯	蘇偉賢	116	1107	6	3	[8][9][6]	1:08.75	20
7	6	競技勇士(B285)	馬雅	葉楚航	123	1195	1	3-1/4	[9][7][7]	1:08.79	23
8	2	加州雷電(D147)	莫雷拉	告東尼	132	1195	7	3-3/4	[6][4][8]	1:08.88	8.9
9	4	平海掌星(D123)	賀銘年	蔡約翰	128	1335	8	3-3/4	[10][12][9]	1:08.90	12
10	14	前風(E281)	黎海榮	徐雨石	114	1035	13	5-1/2	[14][14][10]	1:09.18	312
11	9	新力寶(A379)	黃皓楠	蘇偉賢	114	1222	2	5-3/4	[4][5][11]	1:09.19	143
12	11	同樂日(B087)	巴度	沈集成	116	1080	12	6-1/4	[13][13][12]	1:09.26	21
13	5	翡翠精選(D133)	田泰安	苗禮德	124	1203	3	7-1/4	[5][6][13]	1:09.42	6.6

20210328_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	生生勝勝(C110)	莫雷拉	姚本輝	130	997	9	-	[9][10][8][1]	1:21.76	4.8
2	9	合金之星(D053)	潘頓	容天鵬	121	1042	1	2	[5][6][3][2]	1:22.09	5.3
3	8	種福者(B390)	郭能	文家良	125	1148	7	3	[10][9][6][3]	1:22.22	5.1
4	10	坪山新星(C242)	史卓豐	蘇保羅	120	992	2	3-1/2	[6][7][7][4]	1:22.32	7.4
5	12	晴朗拍檔(B071)	賀銘年	霍利時	117	1115	5	3-3/4	[4][4][4][5]	1:22.35	7.4
6	6	虎視眈眈(D290)	梁家俊	何良	126	1038	10	5	[12][12][11][6]	1:22.55	19
7	11	盛勢(V243)	潘明輝	賀賢	115	1098	12	5-1/2	[13][14][13][7]	1:22.63	11
8	13	神火金剛(B004)	黃皓楠	葉楚航	112	1091	8	7-1/2	[11][13][14][8]	1:22.97	82
9	2	又享耆成(E069)	楊明綸	大衛希斯	131	1024	11	7-3/4	[8][5][10][9]	1:23.00	13
10	5	龍之英(C206)	馬雅	鄭俊偉	126	1091	14	8	[14][11][9][10]	1:23.03	70
11	14	幸運勝駒(C514)	黃俊	丁冠豪	108	1163	4	8-3/4	[3][2][1][11]	1:23.17	55
12	1	威風凜凜(D114)	周俊樂	韋達	126	1238	13	13-3/4	[1][1][2][12]	1:23.94	30
13	3	勇晉大師(B452)	彭國年	蘇偉賢	131	1121	3	14	[7][8][12][13]	1:23.99	26

20210321_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	4	勝得威風(E219)	莫雷拉	蔡約翰	124	1105	10	-	[1][1][1]	1:08.98	1.9
2	13	維港奔流(D042)	潘明輝	羅富全	114	1140	6	1-1/2	[4][3][2]	1:09.21	65
